id,name,phone,timeOpen,ratingAverage,details,rangePrice,Longitude,Latitude,address
658,Hineini Beer Phu Nhuan,+84 77 584 5031,Đang mở cửa: 5:00 CH - 11:00 CH,5.0,"Nhà hàng bán bia, Đồ ăn nhanh, Quán rượu, Kiểu Việt, Đêm muộn, Đồ uống, Bữa tối",100.000 vnd - 400.000 vnd,106.7019901,10.7780202,"Vincom Center, Đường Lê Thánh Tôn, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, 77000, Việt Nam"
659,Hippie Beer,+84 93 835 44 43,Đang mở cửa: 12:00 SA - 02:00 SA5:00 CH - 11:45 CH,5.0,"Quầy bar, Đồ ăn nhanh, Quán rượu, Kiểu Việt, Quán bar phục vụ đồ ăn, Nhà hàng bia, Bữa tối, Đồ uống",100.000 vnd - 400.000 vnd,106.6930261,10.7724195,"Khách Sạn Compass Park View, Đường Nguyễn Du, Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh, 71009, Việt Nam"
660,Hipster By The Colour - Beer & Snack Bar,+84 93 381 98 93,Đang mở cửa: 3:00 CH - 12:00 SA,4.5,"Kiểu Âu, Bữa tối, Đêm muộn, Đồ uống",100.000 vnd - 400.000 vnd,106.6569997,10.7546489,"The Garden Mall, 190, Đường Hồng Bàng, Phường 12, Quận 5, Thành phố Hồ Chí Minh, 73009, Việt Nam"
661,Hjh Basiroh Hj Aly,+84 90 339 92 48,,3.5,"Kiểu Á, Kiểu Việt, Kiểu Malaysia, Thịt kiểu Hồi giáo, Bữa sáng, Bữa trưa, Bữa tối",400.000 vnd - 700.000 vnd,106.7012997,10.7589758,"Chùa Giác Nguyên, Hẻm 243 Hoàng Diệu, Phường 4, Quận 4, Thành phố Hồ Chí Minh, 72800, Việt Nam"
662,Hồ Tây,+84 91 668 31 23,,4.5,Kiểu Việt,100.000 vnd - 400.000 vnd,106.6972671,10.7869267,"36, Mạc Đĩnh Chi, Phường Đa Kao, Quận 1, Thành phố Hồ Chí Minh, 77000, Việt Nam"
663,Hoa Huong Duong,Chưa xác thực,,4.5,Kiểu Việt,100.000 vnd - 400.000 vnd,106.6537001,10.7673912,"2, Đường Lê Đại Hành, Phường 15, Quận 11, Thành phố Hồ Chí Minh, 72000, Việt Nam"
664,Hoa Khai,+84 8 3602 1025,Đang mở cửa: 08:00 SA - 10:00 CH,4.0,"Kiểu Việt, Kiểu Á, Phù hợp với người ăn chay, Tùy chọn ăn chay, Bữa trưa, Bữa tối, Bữa sáng",400.000 vnd - 700.000 vnd,106.6863452,10.7903893,"Đường Lý Chính Thắng, Phường Võ Thị Sáu, Quận 3, Thành phố Hồ Chí Minh, 72210, Việt Nam"
665,Hoa Mai Restaurant,+84 8 3829 2185,,4.0,Món kết hợp,400.000 vnd - 700.000 vnd,106.7022249,10.7492243,"Trạm Xe Bus Cầu Kênh Tẻ, Đường Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, Thành phố Hồ Chí Minh, 72800, Việt Nam"
666,Hoa Túc,+84 28 3825 1676,Đang mở cửa: 11:00 SA - 11:00 CH,4.5,"Kiểu Á, Kiểu Việt, Đương đại, Phù hợp với người ăn chay, Tùy chọn ăn chay, Tùy chọn đồ ăn không có gluten, Bữa trưa, Bữa tối, Đêm muộn, Đồ uống",400.000 vnd - 700.000 vnd,106.6914122,10.7864509,"Family Mart, Đường Phạm Ngọc Thạch, Phường Võ Thị Sáu, Quận 3, Thành phố Hồ Chí Minh, 71006, Việt Nam"
667,Hoa Tuc Company,+84 90 350 63 35,,4.0,"Kiểu Việt, Kiểu Á, Kiểu Thái, Bữa trưa, Bữa tối, Đặt chỗ, Chỗ ngồi, Dịch vụ bàn, Lối vào ra cho xe lăn",400.000 vnd - 700.000 vnd,106.6905572,10.8038699,"Hẻm 20 Đường Phan Đăng Lưu, Phường 6, Quận Bình Thạnh, Thành phố Hồ Chí Minh, 72317, Việt Nam"
668,Hoa Tuyết,+84 28 3824 2754,,4.0,"Kiểu Nhật, Bữa trưa, Bữa tối, Đặt chỗ, Chỗ ngồi, Cửa hàng bán thức ăn mang về, Dịch vụ bàn",700.000 vnd - 1.000.000 vnd,106.6867183,10.7868923,"KFC, Nam Kỳ Khởi Nghĩa, Phường Võ Thị Sáu, Quận 3, Thành phố Hồ Chí Minh, 70150, Việt Nam"
669,Hoa Vien Brauhaus,+84 8 3829 0585,,4.0,"Quầy bar, Kiểu Âu, Quán rượu, Kiểu Séc, Kiểu Trung Âu, Bữa tối, Bữa trưa, Đêm muộn, Chỗ ngồi, Phục vụ đồ uống có cồn, Dịch vụ bàn, Đặt chỗ, Quầy bar đầy đủ",400.000 vnd - 700.000 vnd,106.695201,10.7689383,"Trường THPT Ernst Thälmann, 8, Trần Hưng Ðạo, Phường Phạm Ngũ Lão, Quận 1, Thành phố Hồ Chí Minh, 71010, Việt Nam"
670,Hoa Viên Phú Thọ-Coffee & Restaurant,+84 28 2268 5599,,5.0,"Kiểu Trung Quốc, Kiểu Việt",400.000 vnd - 700.000 vnd,106.6888297,10.7747641,"Khách sạn Minh Khang, 155, Đường Võ Văn Tần, Phường Võ Thị Sáu, Quận 3, Thành phố Hồ Chí Minh, 70001, Việt Nam"
671,Hoan Hy 2,+84 8 3930 9127,,4.0,Phù hợp với người ăn chay,400.000 vnd - 700.000 vnd,106.6925753,10.7786118,"Cà Phê Fugashin, Đường Võ Văn Tần, Phường Võ Thị Sáu, Quận 3, Thành phố Hồ Chí Minh, 70001, Việt Nam"
672,Hoàng Tâm - Món Ngon Miền Tây,Chưa xác thực,,3.5,Món kết hợp,400.000 vnd - 700.000 vnd,106.6880956,10.7768697,"Hoan hy chay - vegetarian restaurant, Đường Bà Huyện Thanh Quan, Phường Võ Thị Sáu, Quận 3, Thành phố Hồ Chí Minh, 70001, Việt Nam"
673,Hoàng Ty,+84 8 3997 4368,Đang mở cửa: 10:00 SA - 10:00 CH,4.5,"Kiểu Á, Kiểu Việt, Bữa trưa, Bữa tối, Bữa nửa buổi, Cửa hàng bán thức ăn mang về, Đặt chỗ, Chỗ ngồi, Có bãi đỗ xe, Bãi đỗ xe đường phố, Bãi đỗ xe tập trung miễn phí, Rượu và bia, Chấp nhận thẻ Visa, Chỉ chấp nhận tiền mặt, Wifi miễn phí, ",400.000 vnd - 700.000 vnd,106.6296638,10.8230989,"Trường Chinh, Phường 15, Quận Tân Bình, Thành phố Hồ Chí Minh, 71509, Việt Nam"
674,Hoang Yen Buffet,+84 93 408 66 38,Đang mở cửa: 10:00 SA - 10:00 CH,3.5,"Kiểu Á, Kiểu Việt, Phù hợp với người ăn chay",100.000 vnd - 400.000 vnd,106.6687963,10.7677574,"Giáo xứ Bắc Hà, Hẻm 433 Lý Thái Tổ, Phường 9, Quận 10, Thành phố Hồ Chí Minh, 72000, Việt Nam"
675,Hoang Yen Buffet Premier,+84 8 6684 2392,,3.5,"Kiểu Á, Hải sản, Quốc tế, Thịt nướng, Kiểu Việt, Bữa trưa, Bữa tối, Đặt chỗ, Chỗ ngồi, Có ghế ăn cho bé, Dịch vụ bàn",400.000 vnd - 700.000 vnd,106.703151,10.775272,"Secret Cottage, Nguyễn Thiệp, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, 00084, Việt Nam"
676,Hoang Yen Vietnamese Cuisine - Hai Ba Trung,+84 38234564,Đang mở cửa: 10:00 SA - 10:00 CH,4.0,"Kiểu Á, Kiểu Việt, Phù hợp với người ăn chay",100.000 vnd - 400.000 vnd,106.685945,10.761059,"Phường Nguyễn Cư Trinh, Quận 1, Thành phố Hồ Chí Minh, 70200, Việt Nam"
677,Hoang Yen Vietnamese Cuisine - Ngo Duc Ke,+84 8 3823 1101,Đang mở cửa: 09:00 SA - 11:45 CH,4.0,"Kiểu Á, Kiểu Việt, Phù hợp với người ăn chay, Tùy chọn ăn chay",100.000 vnd - 400.000 vnd,106.688987,10.777892,"Fang Pub - Hồ Xuân Hương, Hồ Xuân Hương, Phường Võ Thị Sáu, Quận 3, Thành phố Hồ Chí Minh, 70001, Việt Nam"
678,Hội An Coffee House,+84 91 699 99 82,Đang mở cửa: 07:00 SA - 11:00 CH,5.0,"Cà phê, Cửa hàng thức ăn ngon, Hải sản, Kiểu Á, Bữa sáng, Bữa trưa, Bữa tối, Bữa nửa buổi, Đồ uống",100.000 vnd - 400.000 vnd,106.6837541,10.8294628,"Cửa Hàng Thời Trang An Phước, 18, Đường Phan Văn Trị, Phường 7, Quận Gò Vấp, Thành phố Hồ Chí Minh, 71409, Việt Nam"
679,Hoi An Sense - Central Vietnamese Cuisine,+84 28 3823 7694,Đang mở cửa: 5:00 CH - 11:00 CH,4.0,"Kiểu Việt, Phù hợp với người ăn chay, Tùy chọn ăn chay, Tùy chọn đồ ăn không có gluten",100.000 vnd - 400.000 vnd,106.704727,10.776406,"Tara & Kys Art Gallery, 48, Đông Du, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, 00084, Việt Nam"
680,Hokkaido Sachi Nguyễn Đình Chiểu,+84 8 3930 8355,Đang mở cửa: 10:30 SA - 11:00 CH,4.0,"Sushi, Kiểu Nhật, Hải sản, Kiểu Á, Tùy chọn ăn chay",400.000 vnd - 700.000 vnd,106.6629384,10.7984698,"Agribank, Đường Lê Văn Sỹ, Phường 2, Quận Tân Bình, Thành phố Hồ Chí Minh, 72106, Việt Nam"
681,HOME BISTRO,+84 90 970 90 06,Đang mở cửa: 09:00 SA - 10:30 CH,5.0,"Kiểu Á, Món kết hợp, Kiểu Việt, Quầy rượu vang, Bữa sáng, Bữa trưa, Bữa tối, Đồ uống",400.000 vnd - 700.000 vnd,106.7201929,10.7248054,"Crescent Residence 3, M.Luther King, Phường Tân Phú, Quận 7, Thành phố Hồ Chí Minh, 72915, Việt Nam"
682,Home Saigon Restaurant,+84 91 923 19 56,Đang mở cửa: 07:00 SA - 11:30 CH,5.0,"Món kết hợp, Kiểu Việt, Kiểu Á, Bữa trưa, Bữa tối, Bữa sáng, Bữa nửa buổi, Đêm muộn, Đồ uống",100.000 vnd - 400.000 vnd,106.732608,10.8033703,"Nhà Hàng Ụt Ụt, Xuân Thuỷ, Phường Thảo Điền, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, 71108, Việt Nam"
683,Hong Hai Seafood,+84 28 3820 4136,Đang mở cửa: 10:00 SA - 11:00 CH,4.0,"Hải sản, Kiểu Á, Kiểu Việt, Phù hợp với người ăn chay, Bữa tối, Bữa trưa, Đêm muộn, Đồ uống",400.000 vnd - 700.000 vnd,106.7034807,10.7716638,"Trường Hoa Ngữ Nhật Tân, Tôn Thất Ðạm, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, 00084, Việt Nam"
684,Hồng Hạnh,Chưa xác thực,,3.5,Món kết hợp,400.000 vnd - 700.000 vnd,106.6914193,10.7663618,"Weed Kush Vietnam, Đường Bùi Viện, Phường Phạm Ngũ Lão, Quận 1, Thành phố Hồ Chí Minh, 70200, Việt Nam"
685,Hong Kong Sheng Kee Dessert,Chưa xác thực,Đang mở cửa: 09:30 SA - 9:30 CH,4.5,"Bữa trưa, Bữa tối",400.000 vnd - 700.000 vnd,106.674278,10.7518813,"Quán Bar Tokyo Club, Đường Trần Tuấn Khải, Phường 5, Quận 5, Thành phố Hồ Chí Minh, 73009, Việt Nam"
686,HOOGA Cafe Restaurant & Lounge,+84 70 2700 977,Đang mở cửa: 09:00 SA - 12:00 SA,5.0,"Kiểu Trung Quốc, Kiểu Mỹ, Đồ ăn nhanh, Kiểu Á, Món kết hợp, Bữa sáng, Bữa trưa, Bữa tối",100.000 vnd - 400.000 vnd,106.700278,10.774811,"Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, 71006, Việt Nam"
687,Hoppy Juice Bar,+84 8 6670 8686,,4.5,"Quốc tế, Bữa sáng, Đồ uống",400.000 vnd - 700.000 vnd,106.7380894,10.8024224,"Pharmacity, 10, Đường Thảo Điền, Phường Thảo Điền, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, 71108, Việt Nam"
688,HOPS Beer Garden,+84 8 6299 1818,Đang mở cửa: 11:00 SA - 12:00 SA,3.5,"Quầy bar, Kiểu Á, Quán rượu, Nhà hàng bán bia, Thịt nướng, Bữa trưa, Bữa tối, Đêm muộn, Đồ uống",100.000 vnd - 400.000 vnd,106.7018671,10.7762798,"Union Square, 53, Đường Lê Thánh Tôn, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, 77000, Việt Nam"
689,"HOS, Indonesian-Vietnamese Restaurant",+84 8 6680 4380,Đang đóng cửa:  Xem tất cả giờ,4.5,"Kiểu Á, Kiểu Indonesia, Kiểu Việt, Bữa trưa, Bữa tối, Đặt chỗ, Dịch vụ bàn",400.000 vnd - 700.000 vnd,106.747489,10.8049111,"Phường An Phú, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, 71108, Việt Nam"
690,Hotpot Story Saigon Centre,+84 8 3821 6939,,4.0,Kiểu Thái,400.000 vnd - 700.000 vnd,106.6935219,10.7916236,"Nhà Hàng The Organic, Đường Lý Văn Phức, Phường Tân Định, Quận 1, Thành phố Hồ Chí Minh, 72210, Việt Nam"
691,Hủ tiếu chay Cây Đề,+84 28 6292 8400,Đang mở cửa: 07:00 SA - 10:00 CH,4.5,"Kiểu Á, Kiểu Việt, Kiểu Bữa tối, Bữa trưa, Bữa tối, Bữa sáng",100.000 vnd - 400.000 vnd,106.7359048,10.8050955,"Quán Bụi, 55, Đường Ngô Quang Huy, Phường Thảo Điền, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, 71108, Việt Nam"
692,Hủ Tiếu Hồng Phát,+84 8 3839 0187,,3.5,"Kiểu Việt, Kiểu Á, Kiểu Campuchia",400.000 vnd - 700.000 vnd,106.701899,10.7696349,"Saigon Commercial, Nam Kỳ Khởi Nghĩa, Phường Nguyễn Thái Bình, Quận 1, Thành phố Hồ Chí Minh, 71010, Việt Nam"
693,Hủ Tiếu Mì Hoành Thánh Gốc Sadek,+84 98 182 39 86,,4.5,Kiểu Việt,100.000 vnd - 400.000 vnd,106.6835669,10.7700632,"Garden Spa, Hẻm 441 Nguyễn Đình Chiểu, Phường 5, Quận 3, Thành phố Hồ Chí Minh, 72406, Việt Nam"
694,Hủ Tiếu Mì Thập Cẩm,Chưa xác thực,,4.5,"Kiểu Á, Kiểu Việt, Súp, Bữa trưa, Bữa sáng, Bữa nửa buổi, Chỗ ngồi",400.000 vnd - 700.000 vnd,106.718278,10.795445,"Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Thành phố Hồ Chí Minh, 71108, Việt Nam"
695,Hủ Tiếu Mực Ông Già Cali,+84 90 371 60 00,Đang mở cửa: 06:30 SA - 10:00 CH,5.0,"Kiểu Việt, Hải sản, Bữa sáng, Bữa trưa, Bữa tối, Bữa nửa buổi, Giao hàng, Cửa hàng bán thức ăn mang về, Chỗ ngồi, Wifi miễn phí, Đặt chỗ, Phục vụ đồ uống có cồn",400.000 vnd - 700.000 vnd,106.7002058,10.781459,"Khách Sạn InterContinental, 39, Đường Nguyễn Du, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, 77000, Việt Nam"
696,Hủ Tiếu Nam Vang Liến Húa,8438326078,,3.5,"Kiểu Á, Kiểu Việt, Bữa sáng, Bữa trưa, Bữa tối, Cửa hàng bán thức ăn mang về",400.000 vnd - 700.000 vnd,106.7062716,10.7712383,"Đường Tôn Ðức Thắng, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, 72806, Việt Nam"
697,Hủ Tiếu Nam Vang Quỳnh,+84 28 3836 9145,Đang mở cửa: 05:30 SA - 9:30 CH,4.0,"Kiểu Á, Kiểu Việt, Súp, Bữa tối, Bữa sáng, Bữa trưa",100.000 vnd - 400.000 vnd,106.705588,10.794028,"Hẻm 144 Đường Phan Văn Hân, Phường 17, Quận Bình Thạnh, Thành phố Hồ Chí Minh, 77000, Việt Nam"
698,Hủ Tiếu Nam Vang Thành Đạt,+84 97 369 17 33,Đang mở cửa: 12:00 SA - 11:59 CH,4.5,"Kiểu Việt, Bữa sáng, Bữa trưa, Bữa tối",400.000 vnd - 700.000 vnd,106.7002058,10.781459,"Khách Sạn InterContinental, 39, Đường Nguyễn Du, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, 77000, Việt Nam"
699,Hue Corner Restaurant,+84 90 753 77 79,Đang mở cửa: 08:00 SA - 9:00 CH,4.0,"Món kết hợp, Kiểu Việt, Phù hợp với người ăn chay, Tùy chọn ăn chay, Bữa sáng, Bữa trưa, Bữa tối, Bữa nửa buổi, Đồ uống",400.000 vnd - 700.000 vnd,106.7052847,10.7704774,"IFC One Saigon, Đường Võ Văn Kiệt, Phường Nguyễn Thái Bình, Quận 1, Thành phố Hồ Chí Minh, 72806, Việt Nam"
700,Huê Hưng Trà Gia,Chưa xác thực,,4.5,Kiểu Việt,100.000 vnd - 400.000 vnd,106.7070287,10.7775037,"Trạm Xe Bus Bảo Tàng Tôn Đức Thắng, Đường Tôn Ðức Thắng, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, 77000, Việt Nam"
701,Hue Restaurant,+84 28 3824 8338,Đang mở cửa: 01:00 SA - 11:00 CH,5.0,"Kiểu Á, Kiểu Việt, Bữa trưa, Bữa tối, Bữa sáng, Đặt chỗ, Chỗ ngồi, Dịch vụ bàn",400.000 vnd - 700.000 vnd,106.7053305,10.7748395,"Khách sạn The Myst Đồng Khởi, Hồ Huấn Nghiệp, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, 00084, Việt Nam"
702,"Hum Vegetarian, Lounge & Restaurant",+84 89 918 92 29,Đang mở cửa: 10:00 SA - 10:00 CH,4.5,"Kiểu Á, Kiểu Việt, Tốt cho sức khỏe, Phù hợp với người ăn chay, Tùy chọn ăn chay, Tùy chọn đồ ăn không có gluten",100.000 vnd - 400.000 vnd,106.7058494,10.7792347,"Công ty FAFILM Việt Nam, Nguyễn Siêu, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, 77000, Việt Nam"
703,"Hum, Cafe & Restaurant",+84 89 918 92 29,Đang mở cửa: 10:00 SA - 10:00 CH,4.5,"Kiểu Việt, Kiểu Á, Tốt cho sức khỏe, Phù hợp với người ăn chay, Tùy chọn ăn chay, Tùy chọn đồ ăn không có gluten",100.000 vnd - 400.000 vnd,106.7025033,10.7768953,"Nhà Hàng Le Bourgeois, Đường Ðồng Khởi, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, 71006, Việt Nam"
704,"Hum, Garden & Restaurant",+84 89 918 92 29,Đang mở cửa: 10:00 SA - 10:00 CH,4.5,"Kiểu Á, Kiểu Việt, Phù hợp với người ăn chay, Tùy chọn ăn chay, Tùy chọn đồ ăn không có gluten",100.000 vnd - 400.000 vnd,106.6828745,10.7763271,"Đường Ðiện Biên Phủ, Phường 4, Quận 3, Thành phố Hồ Chí Minh, 70001, Việt Nam"
705,Hưng Ký Mì Gia,+84 28 3923 5355,,4.5,Kiểu Trung Quốc,400.000 vnd - 700.000 vnd,106.7153315,10.8258795,"Tạp Hoá Oanh, Phạm Văn Đồng, Phường Hiệp Bình Chánh, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, 50000, Việt Nam"
706,Hungry Bunny,+84 28 2229 0011,Đang mở cửa: 08:00 SA - 10:00 CH,4.5,"Kiểu Mỹ, Kiểu Bữa tối, Quầy bar, Phù hợp với người ăn chay, Tùy chọn ăn chay, Bữa sáng, Bữa trưa, Bữa tối, Bữa nửa buổi",400.000 vnd - 700.000 vnd,106.6895056,10.7740186,"Tịnh Xá Tòng Lâm, Nguyễn Thị Minh Khai, Phường Võ Thị Sáu, Quận 3, Thành phố Hồ Chí Minh, 70200, Việt Nam"
707,Huong Nhat,+84 122 278 5148,,4.5,Kiểu Nhật,700.000 vnd - 1.000.000 vnd,106.7060765,10.7822006,"BaoViet Bank, Đường Lê Thánh Tôn, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, 77000, Việt Nam"
708,Huong Viet Vietnamese Aroma,+84 90 901 72 93,Đang mở cửa: 12:00 SA - 11:59 CH,3.5,"Kiểu Á, Kiểu Việt, Phù hợp với người ăn chay, Bữa trưa, Bữa tối, Đêm muộn",400.000 vnd - 700.000 vnd,106.7834165,10.7955857,"Đường Song Hành Cao Tốc Long Thành Dầu Dây, VENICA KHANG ĐIỀN, Phường Phú Hữu, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, 08408, Việt Nam"
709,Hương Vy 2 Sport Bar,+84 90 825 77 25,Đang mở cửa: 12:00 SA - 11:59 CH,4.0,"Kiểu Âu, Kiểu Việt, Quầy bar, Kiểu Á, Quán rượu, Phù hợp với người ăn chay",100.000 vnd - 400.000 vnd,106.694405,10.764758,"Phường Cô Giang, Quận 1, Thành phố Hồ Chí Minh, 71010, Việt Nam"
710,Hutong - Hotpot Paradise,+84 28 3930 6589,,4.0,"Kiểu Trung Quốc, Kiểu Á, Tốt cho sức khỏe, Súp, Đặt chỗ",400.000 vnd - 700.000 vnd,106.6977749,10.7903174,"Đường Đinh Tiên Hoàng, Phường Đa Kao, Quận 1, Thành phố Hồ Chí Minh, 77000, Việt Nam"
711,Iberico - Tapas & Vino Vo Truong Toan,+84 793 189 930,Đang mở cửa: 4:00 CH - 12:00 SA,5.0,"Kiểu Tây Ban Nha, Quán bar phục vụ đồ ăn, Bữa tối, Đêm muộn, Đồ uống",400.000 vnd - 700.000 vnd,106.7062995,10.7744649,"Khách sạn Renaissance Riverside Sài Gòn, 8-15, Đường Tôn Ðức Thắng, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, 72806, Việt Nam"
712,Ibérico -tapas & Vino,+84 8 4900 0531,Đang mở cửa: 11:00 SA - 12:00 SA,5.0,"Kiểu Tây Ban Nha, Bữa trưa, Bữa tối",400.000 vnd - 700.000 vnd,106.6898921,10.781727,"SCID, Đường Ðiện Biên Phủ, Phường Võ Thị Sáu, Quận 3, Thành phố Hồ Chí Minh, 70001, Việt Nam"
713,I-box Cafe,Chưa xác thực,Đang mở cửa: 07:00 SA - 10:00 CH,4.0,"Cà phê, Kiểu Á, Kiểu Việt, Phù hợp với người ăn chay, Bữa sáng, Bữa trưa, Bữa tối, Bữa nửa buổi",400.000 vnd - 700.000 vnd,106.6960417,10.7793036,"Cà Phê Press, 14, Đường Alexandre de Rhodes, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, 71006, Việt Nam"
714,IBUKI Restaurant,+84 89 818 83 88,Đang mở cửa: 11:00 SA - 2:30 CH5:30 CH - 10:30 CH,5.0,"Phong cách ẩm thực Fusion Nhật Bản, Kiểu Nhật, Bữa trưa, Bữa tối",1.000.000 vnd - 10.000.000 vnd,106.70377,10.780206,"Silverland Hotel and Spa, Hẻm 26 Lê Thánh Tôn, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, 77000, Việt Nam"
715,Ice Blue Pub,+84 8 3822 2664,,4.5,Quán rượu,400.000 vnd - 700.000 vnd,106.696903,10.7716745,"Cửa Hàng Vải Luyên, Nguyễn An Ninh, Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh, 71009, Việt Nam"
716,ICHIBAN Japanese Hotpot Buffet,+84 8 3842 1991,Đang mở cửa: 11:00 SA - 2:00 CH5:00 CH - 10:00 CH,5.0,"Kiểu Nhật, Sushi, Tốt cho sức khỏe, Bữa trưa, Bữa tối",100.000 vnd - 400.000 vnd,106.697385,10.767587,"83, Đường Yersin, Phường Cầu Ông Lãnh, Quận 1, Thành phố Hồ Chí Minh, 71010, Việt Nam"
717,Ichihana Sushi Vietnam,+84 88 874 10 07,Đang mở cửa: 11:00 SA - 10:30 CH,4.5,"Kiểu Nhật, Sushi, Hải sản, Bữa trưa, Bữa tối",100.000 vnd - 400.000 vnd,106.7137431,10.7266901,"Phường Tân Phong, Quận 7, Thành phố Hồ Chí Minh, 72915, Việt Nam"
